URL,Page Content
https://www.smus.ca/news,"   Discover more about the latest in innovation, news, highlights, events and happenings at SMUS. 
          Senior School
         
        Senior School 
       
        NEWS - September 11, 2024 
       
          Faculty and Staff
         
        Faculty and Staff 
       
        NEWS - September 9, 2024 
       
          Alumni
         
        Alumni 
       
        NEWS - September 8, 2024 
       
Boarding
 
        NEWS - September 4, 2024 
       Discover the heartfelt stories of families from around the world as they navigate the emotions... View all latest news 
      Read the Latest News About:
     Community Calendar Get the latest news from SMUS delivered to your inbox. Do you have a story about students, alumni or our community? We want to hear it! Download copies of some of our most recent materials. Materials related to Admissions can be found on the admissions publications page.   2022-23 2024-25 Winter 2024 issue. Information for journalists and external press organizations. Find out more about our processes related to snow and other weather conditions that may require adjustments. Visit the news page specifically for alumni and related activities. Latest information and updates on our response to the pandemic. 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/news/lifetime-leadership,"   
              By
                  Greg Gilks
                 -
            June 19, 2023
     
      Tags:
     This year, the Canadian Secondary Schools Rowing Association (CSSRA) recognized Susanne Walker Curry for her years of service to high school rowing by presenting her with a Lifetime Service Award. Susanne was honoured with the esteemed accolade during the 2023 CSSRA Championships held in St. Catharines, Ontario.

Award recipients must have served high school rowing for at least 25 years. Susanne surpassed that mark through her 11 years at Brentwood College School and 17 years at St. Michaels University School. Nevertheless, the essential prerequisite for Susanne was the need to have contributed to high school rowing by creating innovative, influential, and motivational initiatives. As Head of the SMUS rowing program, Susanne is known for her ability to develop well-rounded individuals and prepare them for the challenges of life in general, not just in sports. Just one of the highlights of Susanne’s commitment in recent years was the program she ran during COVID. When COVID first resulted in students being sent home, she implemented virtual fitness training sessions. Despite the time differences around the world, she had athletes from across Canada and the United States, England, Germany and Hong Kong who continued to participate as part of the team, despite some of them knowing they would never have the opportunity to row again for SMUS. Even when classes began but restrictions still applied for sports, Susanne moved the dryland training outdoors so athletes could continue their training while respecting the COVID restrictions. Firinne Rolfe ‘21 was offered multiple scholarship opportunities when she graduated. She credits Susanne with promoting healthy competitiveness and a love of hard work. She said Susanne always believed in her and pushed her to be the best version of herself. “She has always believed I could achieve things before I have had the confidence to believe it myself.”

This sentiment was echoed by Nathan Yang ‘20 who noted “She believed in me even when I didn’t believe in myself.” He said that Susanne, through her critical yet compassionate approach to every athlete in the program, had an incredible impact on his life and development as a student, athlete and human being. Parents of athletes in the rowing program have observed the impact Susanne has had on their children. Dan Sheehan noted that Susanne’s “ability to transform kids from non-athletes to Canadian champions is truly miraculous. It is through her inspirational teaching methods and her true love for each and every member of her team and fellow coaches that she is able to create transformative change.” The life lessons learned from Susanne will carry these young people long into the future. Martin McElroy, who was not only a parent but also an Olympic Gold medal rowing coach, understands the demands and stress of the job. According to Martin, being a professional coach was relatively easy when compared with running a program in a school environment, balancing the demands of school, academic and sporting life, and maintaining a position as a teacher. Martin said he helped with coaching whenever he was able, but he felt the SMUS rowing program may have helped him more than he helped the program. “Watching young athletes have fun, seeing them develop as individuals, and see them come together selflessly for the team was a reaffirmation of the power of sport to me. There is no question that the hub and source of the energy that propels the SMUS rowing program comes from Susanne.” Sarah Hagkull ‘16, current SMUS rowing Assistant Coach, credits Susanne’s empowering mindset and leadership with bringing her to the position and profile she currently has at the school, and in life in general. She reflected on how she learned that whether sitting at the starting line, crossing the finish line or walking through the hotel lobby, she represented the school, team, families, and coaches, as well as herself. Susanne’s passion for the rowing program and her athletes is evident in both the program and her rowers. She has not hesitated to bring in other professionals to support the athlete development, including a former athlete who now has a career in Los Angeles, to host an online scavenger hunt on campus for team members. The athletes were having so much fun they didn’t recognize the teambuilding and fitness aspect of the activities until the event was finished. Susanne also engaged a sport psychology professional to support the athlete's development. In these cases, the individuals donated their talents and time out of respect for Susanne. That respect and passion is evident even at the local regattas where SMUS rowing alumni returning from university regularly volunteer their services to help at major regattas and encourage current team members. Nathan Yang ‘20 summed it up best when he said “She is much more than just a rowing coach; she is a teacher, leader, mentor, and most of all – family. One team, one family.”
  
      Tags:
     
 
          Camps
         
        Camps 
       
        NEWS - July 17, 2024 
       
          Athletics
         
        Athletics 
       
        NEWS - June 10, 2024 
       
          Athletics
         
        Athletics 
       
        NEWS - June 5, 2024 
       
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/smusart,JUMP TO THE LATEST ISSUE THE ART TEACHERS STUDENT POSTER DESIGN ARCHIVE STUDENT FRIENDLY COURSE DESCRIPTIONS
https://api-beta.smus.ca/,
https://www.smus.ca/fundraising_launch,"   Please join us for an elegant evening of music, celebration and philanthropy 
in support of our annual fundraising priorities and capital projects.  Graciously hosted at the private home of Shara Campsall, Director of Advancement, 
with special musical performance from special musical guests.
  OR I am unable to attend 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/news/coastal-cleanup,"   
              By
                  Kyle Slavin
                 -
            April 7, 2021
     
      Tags:
     Below the surface of the Pacific Ocean, where it meets the rugged central coast of BC, lies a mainly unseen and devastating problem. Marine debris large and small – lots of plastic foam, rope, bottles, and fishing gear – litters the shoreline, embedding itself into the ecosystem and endangering marine life. “In a way it's kind of a slow-moving, hidden problem. While we usually find some things tossed up, even we didn't realize the extent of it,” says Maureen Gordon ’88, co-owner of Maple Leaf Adventures. “What I found really interesting was hearing about walking up the shoreline and then stepping into the forest, and stepping onto basically a surface of plastic bottles covered in moss on the forest floor.” Maple Leaf Adventures is a Victoria-based boutique expedition cruise company that Gordon co-owns with her husband, Kevin Smith. Their focus on regenerative tourism on the BC coast goes beyond the principles of ecotourism, as they aim for their ships to leave a natural destination in better shape than when they arrived.  “We love what nature gives us. It's part of our identity to create a business that celebrates that, that uses the beauty of nature without destroying it,” Maureen says. In March 2020, it became evident that BC’s tourism industry would be impacted hard by the COVID-19 pandemic. Maureen and Kevin, along with six other companies that make up the Small Ship Tour Operators Association (SSTOA), looked at doing something proactive. They were intent on creating a project that aligns with their goals of conservation and restoration, while keeping as many of their skilled employees working – from wilderness guides to onboard chefs. “We realized we had quite an amazing skillset from people who aren’t usually available. So we said, ‘Where could we go and what could we do that would be a benefit to the province or the country?’” Maureen says. “Kevin had been part of big beach cleanups off northern Vancouver Island when he was a park ranger. And he realized we could do this because we and our colleagues have these small expedition boats that are outfitted to live for weeks in the wilderness and that can access remote places.” With the Great Bear Rainforest chosen as the beneficiary of a massive-scale coastal cleanup, this group of tour operators wrote a proposal and pitched the project to the provincial and federal governments. They found financial support from the province through The Clean Coast, Clean Waters Initiative Fund. On August 18, the Marine Debris Removal Initiative began the first of two three-week cleanup expeditions on the central coast. Through the course of six weeks, 100 people cleared some 540 km of coastline. “It was a real eye-opener,” says Mike Jackson, retired SMUS science teacher who took part in both cleanups as assistant expedition leader. “I just had no real concept of the scale. … To go to places that hadn’t ever been cleaned and to see the huge amount of stuff that was there was crazy. It was powerful to be part of this.” The process for each of the three-week expeditions was that teams would spend the first two weeks putting as much debris as possible into massive bags and leave them above the water line in an open place. During the third week, a helicopter would pick up the bags – each weighing up to 300 kg – and drop them off on a barge for proper disposal. When the project was initially pitched to government, the group anticipated they would be able to remove 20-30 tonnes of debris during the two expeditions. That estimate changed within the first couple days. “On Day 2 or 3, as soon as we got to the outer coast areas, we realized that there would be bags and bags and bags of debris to collect. We actually had to shut down cleaning operations earlier than we intended because we wouldn’t have room on the barge for all of it,” Mike says. In total, the MDRI removed 127 tonnes of debris from the shoreline in the Great Bear Rainforest. They tracked what was collected over the course of the two expeditions and found that abandoned or lost fishing gear – nets, floats and lines – and aquaculture equipment made up the largest amount of debris. Literal tonnes of polystyrene foam, rubber tires and consumer plastics (from water bottles and food containers to buckets and rope) was also collected. In addition to Canadian and American garbage, the group found debris originating from the other side of the Pacific Ocean: Japan, Korea, Taiwan, China, Russia, Philippines, and Indonesia. “You have all of this stuff littering the coast, but the problem is that plastic and foam breaks down into smaller and smaller chunks until you've got little pieces that are a few millimeters in size,” Mike says. “The microplastics basically get into the bodies of all kinds of marine organisms through the food chain, and the chemicals that are in the plastic can have a physiological impact and cause damage to those organisms. [The scientific community doesn’t] yet know the full scale of the impact of this stuff on organisms and the environment.” Maureen reflects on her English literature classes in Grades 11 and 12 at SMUS as being instrumental in shaping who she is and the type of business she and her husband now run. “One of the most impactful experiences I had at school was a class I had with a teacher Grenfell Featherstone where we were looking at the history of ideas and literature. It really opens up young people's minds to what values can do in a society and how they can change the society and how you can become conscious of the values you find important,” she says. “I really think that that class, taught by that teacher, stayed with me as I now run a values-driven business.” Looking ahead, Maureen says the first MDRI was so successful that the SSTOA is looking to run a second cleanup, given that they expect another tourist season negatively impacted by the pandemic. “The size of the expedition was unprecedented in BC – if not Canadian – history. But we had to leave so much behind,” Maureen says. “We’ve cleaned one stretch but the rest needs cleaning, as well. The BC coast gives us our livelihood, so it’s only natural that we want to do what we can to preserve it.” 
      Tags:
       Kyle Slavin was the school's storyteller. Through words, photos and videos, he shared with the community all the amazing things that happen at the school.

 
          Alumni
         
        Alumni 
       
        NEWS - September 8, 2024 
       
          Faculty and Staff
         
        Faculty and Staff 
       
        NEWS - August 28, 2024 
       
          Alumni
         
        Alumni 
       
        NEWS - June 20, 2024 
       
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/news/portrait-learner,"   
              By
                  Jordan Tessarolo
                 -
            April 14, 2021
     
      Tags:
     Every day I get a front-row seat in my class watching the frustration on students’ faces transition to pure elation as they find solutions to problems they have struggled with for 20 minutes. It’s rewarding to see them push through a challenge and come out the other side feeling proud of their work and of what they learned. This is what it’s like every day in the Grade 9 Applied Design, Skills and Technology (ADST) course. In the course this year, students have designed and built a pachinko machine (think pinball, without the flippers) using a vector graphics software and a laser cutter. Then, they put their newfound circuitry and coding skills to use by integrating an Arduino microcontroller and programming electronic components that interact with the ball – making lights turn on, keeping score and making noises. Hard? Yes. Fun? Absolutely. ADST might look different at every school and includes many options that you might remember such as cooking, drafting and woodworking. When I took cooking and sewing as part of my home economic rotation in high school, it was about getting hands-on experience in unfamiliar territory. That’s still the same in ADST. What’s changed is the shift to prioritize the development of competencies: a combination of skills, processes, behaviours, and habits of mind. For example, in cooking class you may have needed to follow a cake recipe and then were graded based on its appearance or, if your teacher was brave enough, the taste. Instead, an ADST cooking class today would likely have you invent your own cake recipe by researching ingredients, creating a draft recipe, and testing it. That’s not to say the end product isn’t important, but it is more likely that the skills developed by going through the process itself will be more relevant in preparing students for life. For Grade 9 SMUS students, ADST is about getting an opportunity to apply their knowledge of digital design and coding to solve complex problems where there are no right answers. Asking students to create projects where there isn’t a right answer is key to developing and honing those competencies in a school setting. While these Grade 9 students are gaining hard skills such as coding, designing, and programming, those skills are secondary. This intentionally designed ADST course is simply the vehicle for students to develop important soft skills. The pachinko project prioritizes resilience, one of seven qualities that SMUS has identified as characteristics we want all students to possess. In 2018, the school’s Personalization Team, made up of teachers from all three schools and headed by Director of Academics Denise Lamarche, launched the Portrait of a Learner practice. This work brought to light the seven skills that we want all students to develop that will benefit them now and after graduation: curiosity, resilience, initiative, balance, integrity, collaboration, and empathy. “If you look at where careers are heading, there is a need for more than just what you know. It’s how you are able to work on a team, and how you’re able to communicate and collaborate effectively for ultimate success,” Denise says. Faculty across all grades balance academic rigour with skill development by planning lessons and schoolwork around both what students need to know and how they can demonstrate their understanding by applying knowledge to an inquiry question or real-world problem. Intentional thought goes into giving students experiential learning opportunities that help develop these seven skills in age-appropriate ways. “That’s what I think makes learning exciting today. Any time we have student demonstrations of learning, it highlights the depth of what the students know but also how they arrived at sharing what they know. No longer are projects all the same,” Denise says. “Now what you’re seeing is students bringing in some passion and bringing in other connections, and deciding that this is how they’re going to present their information. There are many different ways to answer a question or solve a problem, and students can tailor that experience to themselves.” Since the Portrait of a Learner launched, Denise says she has seen students develop and demonstrate these skills in very noticeable ways. “Resilience has had to come out in spades as students and teachers navigated the impact of COVID-19 with remote learning, timetable changes, cohort restrictions and more. I think about how our community has navigated all of that and the success that we’ve seen in the classroom and through many different demonstrations of learning, and I think that everyone has done an extraordinary job,” she says. Later this year, the school will begin to undertake a process to articulate the Portrait of a Graduate, which will highlight the experiences we want all SMUS grads to have embedded in their learning journey – from public speaking to outdoor education to leadership opportunities. While ADST was previously integrated into experiences throughout the Grade 9 year, the 2020-21 schedule changes allowed for the introduction of the ADST course into the timetable. When designing any course or any project, one philosophy is to start at the end. As teachers we ask: what do we want students to know, do, and understand by the end?; How are students going to demonstrate this learning?; And how am I going to assess it? By answering these questions, we can identify the skills students will need to be successful and structure the course or project accordingly. ADST lends itself well to project-based work as it provides the ideal setting for students to demonstrate their skills, while engaging them in the hard-fun experience we are after. Rather than assessing Grade 9 ADST students solely based on the end product, we are looking for students to be able to use the design cycle to inform the creation and development of their projects. It is an iterative process that involves defining a problem, researching and brainstorming ideas, building a prototype, and then testing it. The process then repeats based on the results of the testing phase. When are we done? Never! Although there are no right answers, we can always make improvements. We can always be better. It is this attitude and approach to life, along with the Portrait of a Learner skills, we hope students walk away with. 
      Tags:
       Jordan Tessarolo is a Senior School Science Teacher and Head of Science at St. Michaels University School.

 
          Boarding
         
        Boarding 
       
        NEWS - November 3, 2023 
       
          Middle School
         
        Middle School 
       
        NEWS - November 1, 2023 
       
          Educational Leadership
         
        Educational Leadership 
       
        NEWS - October 20, 2023 
       
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/node,"   Join Head of School Mark Turner and his wife, Elizabeth Turner at Reynolds House. Join Head of School Mark Turner and his wife, Elizabeth Turner at Reynolds House. Spark the creative interests of aspiring game developers by learning about the various aspects of game design (coding, des The Engineering Camp will inspire the next generation of problem-solvers and design-thinkers by tackling real-world challe Enhance your basketball skills with SMUS Camps this summer. Please join us for an elegant evening of music, celebration and philanthropy  2024 Board of Governors - Self-Nominated Candidate 2024 Board of Governors Nominee 2024 Board of Governors Nominee 2024 Board of Governors Nominee 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://www.smus.ca/alumni,"   Our global alumni community has almost 10,000 members located in 70 countries worldwide. From world-class athletes, to notable inventors and celebrated artists, you can find a SMUS graduate in every walk of life. Thank you for stopping by the alumni section of the SMUS website. Whether you are a graduate of University School (1906), St. Michael’s School (1910) or the amalgamated organization which became St. Michaels University School in 1971, these pages provide many ways to connect and reconnect with your fellow alumni and the school community. On these pages, you will find alumni news, details of upcoming events as well as networking opportunities. If you have any questions about how you can engage with the school, please don’t hesitate to contact Alumni Relations at SMUS.  
      You can network, catch up on the latest news and more on our exclusive mentorship and professional networking platform SMUS Connect.
     
          Alumni
         
        Alumni 
       
        NEWS - September 8, 2024 
       
          Faculty and Staff
         
        Faculty and Staff 
       
        NEWS - August 28, 2024 
       
          Alumni
         
        Alumni 
       
        NEWS - June 20, 2024 
        
      There are many ways that alumni can get involved in the life of the school and support our current students.

If you have an idea, or want to know how you can help further, please don't hesitate to get in touch.

 Find out about the different resources available to you as an alum of the school. Our extended family is more than just our graduates and includes alumni parents, faculty emerti and other friends of the school. The school works closely with an independent board of SMUS alumni to further the interests of the school. More than 2,000 students and friends of the school have added their names to the Heritage Walk. Find out how you can join them. 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
https://sds-beta.smus.ca/,"
		Page generation time: 0.006		Total SQL Queries: 4		Total SQL Cache Hits: 1		Total Local Cache Hits: 		Total Memcache Hits: 		Memory Usage: 4096K		Realpath Usage: 257K		
"
https://sds-latest.smus.ca/,"
		Page generation time: 0.006		Total SQL Queries: 4		Total SQL Cache Hits: 1		Total Local Cache Hits: 		Total Memcache Hits: 		Memory Usage: 2048K		Realpath Usage: 239K		
"
https://seniorlibrary.smus.ca/saml_login,"JavaScript is required. This web browser does not support JavaScript or JavaScript in this web browser is not enabled. To find out if your web browser supports JavaScript or to enable JavaScript, see web browser help. Click here for SMUS Password Management page"
https://www.smus.ca/news/a-christmas-message,"   
              By
                  Mark Turner
                 -
            December 11, 2020
     https://youtu.be/DhB9Z9Rnjh8 Watch the video above from Head of School Mark Turner with a holiday message for the SMUS community, reflections on 2020 and looking ahead optimistically to 2021. Have a wonderful Winter Break.   Mark Turner is Head of School at St. Michaels University School.

 
      St. Michaels University School is an independent day and boarding school of 1,000 students from Junior Kindergarten to Grade 12 in Victoria, BC, Canada.
     Main Reception 3400 Richmond Road Victoria, BC, Canada, V8P 4P5 
          © St. Michaels University School
          
            Website Feedback
          
 We are a proud member of:   "
